area,year,rainfall_mm,temp_c,item,pesticides_log,yield_log
Algeria,1990,89.0,17.48,Maize,7.512027529032907,9.711176264112805
Algeria,1990,89.0,17.48,Potatoes,7.512027529032907,11.276405344947687
Algeria,1990,89.0,17.48,"Rice, paddy",7.512027529032907,10.239995502805316
Algeria,1990,89.0,17.48,Sorghum,7.512027529032907,9.715469803197292
Algeria,1990,89.0,17.48,Wheat,7.512027529032907,8.750841375375533
Algeria,1991,89.0,16.26,Maize,7.809054193037055,9.864330837334935
Algeria,1991,89.0,16.26,Potatoes,7.809054193037055,11.415841713316752
Algeria,1991,89.0,16.26,"Rice, paddy",7.809054193037055,10.195671974185327
Algeria,1991,89.0,16.26,Sorghum,7.809054193037055,10.095429352707074
Algeria,1991,89.0,16.26,Wheat,7.809054193037055,9.288226910633254
Algeria,1992,89.0,16.27,Maize,7.103708501007039,10.035786936549613
Algeria,1992,89.0,16.27,Potatoes,7.103708501007039,11.589126958463805
Algeria,1992,89.0,16.27,"Rice, paddy",7.103708501007039,10.115934094302002
Algeria,1992,89.0,16.27,Sorghum,7.103708501007039,10.596659732783579
Algeria,1992,89.0,16.27,Wheat,7.103708501007039,9.20432229965062
Algeria,1993,89.0,17.0,Maize,6.930387233288476,9.433563920090563
Algeria,1993,89.0,17.0,Potatoes,6.930387233288476,11.619229535340267
Algeria,1993,89.0,17.0,"Rice, paddy",6.930387233288476,10.048107242146072
Algeria,1993,89.0,17.0,Sorghum,6.930387233288476,10.819798284210286
Algeria,1993,89.0,17.0,Wheat,6.930387233288476,8.999372396592106
Algeria,1994,89.0,17.88,Maize,7.135703270468245,8.414717399827001
Algeria,1994,89.0,17.88,Potatoes,7.135703270468245,11.46246340395984
Algeria,1994,89.0,17.88,"Rice, paddy",7.135703270468245,9.969977293804961
Algeria,1994,89.0,17.88,Wheat,7.135703270468245,8.987196820661973
Algeria,1995,89.0,17.36,Maize,7.900299394254329,9.687567846311238
Algeria,1995,89.0,17.36,Potatoes,7.900299394254329,11.826048650303937
Algeria,1995,89.0,17.36,"Rice, paddy",7.900299394254329,9.88323382350886
Algeria,1995,89.0,17.36,Sorghum,7.900299394254329,9.44683440765853
Algeria,1995,89.0,17.36,Wheat,7.900299394254329,9.09661160664784
Algeria,1996,89.0,16.76,Maize,6.17538898526763,9.75004495529255
Algeria,1996,89.0,16.76,Potatoes,6.17538898526763,11.81028555397328
Algeria,1996,89.0,16.76,"Rice, paddy",6.17538898526763,9.790430830243832
Algeria,1996,89.0,16.76,Sorghum,6.17538898526763,9.599066156080049
Algeria,1996,89.0,16.76,Wheat,6.17538898526763,9.479680250180099
Algeria,1997,89.0,17.84,Maize,5.996999202606457,9.97198696896082
Algeria,1997,89.0,17.84,Potatoes,5.996999202606457,11.85682008740708
Algeria,1997,89.0,17.84,"Rice, paddy",5.996999202606457,9.61587214452889
Algeria,1997,89.0,17.84,Sorghum,5.996999202606457,10.596659732783579
Algeria,1997,89.0,17.84,Wheat,5.996999202606457,8.989319566042951
Algeria,1998,89.0,17.14,Maize,5.780249566659046,9.754000978835746
Algeria,1998,89.0,17.14,Potatoes,5.780249566659046,11.984534055576166
Algeria,1998,89.0,17.14,"Rice, paddy",5.780249566659046,9.61587214452889
Algeria,1998,89.0,17.14,Sorghum,5.780249566659046,10.106469212026385
Algeria,1998,89.0,17.14,Wheat,5.780249566659046,9.087946723762116
Algeria,1999,89.0,17.97,Maize,6.485322022643818,10.015744234881796
Algeria,1999,89.0,17.97,Potatoes,6.485322022643818,11.941670806617058
Algeria,1999,89.0,17.97,"Rice, paddy",6.485322022643818,9.54273286919502
Algeria,1999,89.0,17.97,Sorghum,6.485322022643818,10.203629181337648
Algeria,1999,89.0,17.97,Wheat,6.485322022643818,9.279119887371008
Algeria,2000,89.0,17.9,Maize,6.40468285467094,10.496455217294162
Algeria,2000,89.0,17.9,Potatoes,6.40468285467094,12.020610161183653
Algeria,2000,89.0,17.9,"Rice, paddy",6.40468285467094,9.47677327138879
Algeria,2000,89.0,17.9,Sorghum,6.40468285467094,11.149096419938578
Algeria,2000,89.0,17.9,Wheat,6.40468285467094,9.126415137038421
Algeria,2001,89.0,18.13,Maize,6.566827129510323,10.21008950984042
Algeria,2001,89.0,18.13,Potatoes,6.566827129510323,11.898317109109271
Algeria,2001,89.0,18.13,"Rice, paddy",6.566827129510323,9.418573310554638
Algeria,2001,89.0,18.13,Sorghum,6.566827129510323,10.231027154561334
Algeria,2001,89.0,18.13,Wheat,6.566827129510323,9.315150736328528
Algeria,2002,89.0,17.85,Maize,6.7063120629805955,10.41873339273561
Algeria,2002,89.0,17.85,Potatoes,6.7063120629805955,12.121467462242288
Algeria,2002,89.0,17.85,"Rice, paddy",6.7063120629805955,9.469622969906265
Algeria,2002,89.0,17.85,Sorghum,6.7063120629805955,10.431199791458543
Algeria,2002,89.0,17.85,Wheat,6.7063120629805955,9.281730368062856
Algeria,2004,89.0,17.38,Maize,8.229207072747089,10.365017884577242
Algeria,2004,89.0,17.38,Potatoes,8.229207072747089,12.223843799015292
Algeria,2004,89.0,17.38,"Rice, paddy",8.229207072747089,9.459541457609681
Algeria,2004,89.0,17.38,Sorghum,8.229207072747089,10.67630044663933
Algeria,2004,89.0,17.38,Wheat,8.229207072747089,9.51657428982249
Algeria,2005,89.0,17.19,Maize,8.206275244815233,10.430137311649004
Algeria,2005,89.0,17.19,Potatoes,8.206275244815233,12.28427365832434
Algeria,2005,89.0,17.19,"Rice, paddy",8.206275244815233,9.47262771040802
Algeria,2005,89.0,17.19,Sorghum,8.206275244815233,10.418912582797015
Algeria,2005,89.0,17.19,Wheat,8.206275244815233,9.619664690410067
Algeria,2006,89.0,18.13,Maize,8.321596711431328,11.092382251415659
Algeria,2006,89.0,18.13,Potatoes,8.321596711431328,12.304514280842206
Algeria,2006,89.0,18.13,"Rice, paddy",8.321596711431328,9.454853949026585
Algeria,2006,89.0,18.13,Sorghum,8.321596711431328,10.946040822807591
Algeria,2006,89.0,18.13,Wheat,8.321596711431328,9.620394932418154
Algeria,2007,89.0,17.42,Maize,8.592632705246167,11.357744254328447
Algeria,2007,89.0,17.42,Potatoes,8.592632705246167,12.154400331955504
Algeria,2007,89.0,17.42,"Rice, paddy",8.592632705246167,9.501217335324483
Algeria,2007,89.0,17.42,Sorghum,8.592632705246167,11.687382846707381
Algeria,2007,89.0,17.42,Wheat,8.592632705246167,9.452737380212278
Algeria,2008,89.0,17.55,Maize,9.355056976239005,10.708064294780282
Algeria,2008,89.0,17.55,Potatoes,9.355056976239005,12.373255183481325
Algeria,2008,89.0,17.55,"Rice, paddy",9.355056976239005,9.543449817892206
Algeria,2008,89.0,17.55,Sorghum,9.355056976239005,11.031448265330804
Algeria,2008,89.0,17.55,Wheat,9.355056976239005,9.309189736018352
Algeria,2009,89.0,17.78,Maize,8.260748770049977,10.33899678199267
Algeria,2009,89.0,17.78,Potatoes,8.260748770049977,12.43227152457339
Algeria,2009,89.0,17.78,"Rice, paddy",8.260748770049977,9.588434283288215
Algeria,2009,89.0,17.78,Sorghum,8.260748770049977,11.412729368490886
Algeria,2009,89.0,17.78,Wheat,8.260748770049977,9.67884287509565
Algeria,2010,89.0,17.59,Maize,7.167716658833318,10.159214453746358
Algeria,2010,89.0,17.59,Potatoes,7.167716658833318,12.508127187444588
Algeria,2010,89.0,17.59,"Rice, paddy",7.167716658833318,9.636000187369866
Algeria,2010,89.0,17.59,Sorghum,7.167716658833318,10.318473856527929
Algeria,2010,89.0,17.59,Wheat,7.167716658833318,9.605014129006127
Algeria,2011,89.0,17.79,Maize,9.536961387118446,10.059422354156888
Algeria,2011,89.0,17.79,Potatoes,9.536961387118446,12.587268967887349
Algeria,2011,89.0,17.79,"Rice, paddy",9.536961387118446,9.685455913108095
Algeria,2011,89.0,17.79,Sorghum,9.536961387118446,11.51293546492023
Algeria,2011,89.0,17.79,Wheat,9.536961387118446,9.76457025334946
Algeria,2012,89.0,17.91,Maize,9.7631191262868,10.149722435073736
Algeria,2012,89.0,17.91,Potatoes,9.7631191262868,12.62574304569393
Algeria,2012,89.0,17.91,"Rice, paddy",9.7631191262868,9.721245992542345
Algeria,2012,89.0,17.91,Sorghum,9.7631191262868,12.235636302128867
Algeria,2012,89.0,17.91,Wheat,9.7631191262868,9.777924329560783
Algeria,2013,89.0,17.65,Maize,9.75728478752329,10.423768335072873
Algeria,2013,89.0,17.65,Potatoes,9.75728478752329,12.622210595694643
Algeria,2013,89.0,17.65,"Rice, paddy",9.75728478752329,9.785773264516571
Algeria,2013,89.0,17.65,Sorghum,9.75728478752329,11.002116507732017
Algeria,2013,89.0,17.65,Wheat,9.75728478752329,9.857495968685136
Angola,1990,1010.0,24.12,Cassava,4.174387269895637,10.62565941213669
Angola,1990,1010.0,24.12,Maize,4.174387269895637,7.914617709040679
Angola,1990,1010.0,24.12,Potatoes,4.174387269895637,10.596659732783579
Angola,1990,1010.0,24.12,"Rice, paddy",4.174387269895637,9.160414563206457
Angola,1990,1010.0,24.12,Sweet potatoes,4.174387269895637,11.400238173925942
Angola,1990,1010.0,24.12,Wheat,4.174387269895637,8.98669669562029
Angola,1991,1010.0,24.02,Cassava,4.382026634673881,10.604007487425486
Angola,1991,1010.0,24.02,Maize,4.382026634673881,8.297543529356284
Angola,1991,1010.0,24.02,Potatoes,4.382026634673881,10.596659732783579
Angola,1991,1010.0,24.02,"Rice, paddy",4.382026634673881,9.210440366976517
Angola,1991,1010.0,24.02,Sweet potatoes,4.382026634673881,11.326619982873964
Angola,1991,1010.0,24.02,Wheat,4.382026634673881,8.987321812850125
Angola,1992,1010.0,23.96,Cassava,3.1780538303479458,10.652447797915286
Angola,1992,1010.0,23.96,Maize,3.1780538303479458,8.237214703349489
Angola,1992,1010.0,23.96,Potatoes,3.1780538303479458,10.596659732783579
Angola,1992,1010.0,23.96,"Rice, paddy",3.1780538303479458,9.11679862756782
Angola,1992,1010.0,23.96,Sweet potatoes,3.1780538303479458,11.407576060361786
Angola,1992,1010.0,23.96,Wheat,3.1780538303479458,8.987321812850125
Angola,1993,1010.0,24.15,Cassava,5.135798437050262,10.652447797915286
Angola,1993,1010.0,24.15,Maize,5.135798437050262,7.873978379604501
Angola,1993,1010.0,24.15,Potatoes,5.135798437050262,11.156264806643742
Angola,1993,1010.0,24.15,"Rice, paddy",5.135798437050262,8.987321812850125
Angola,1993,1010.0,24.15,Sweet potatoes,5.135798437050262,11.386182407942334
Angola,1993,1010.0,24.15,Wheat,5.135798437050262,9.09121894106832
Angola,1994,1010.0,24.04,Cassava,3.2771447329921766,10.97843877971537
Angola,1994,1010.0,24.04,Maize,3.2771447329921766,7.80954132465341
Angola,1994,1010.0,24.04,Potatoes,3.2771447329921766,11.407576060361786
Angola,1994,1010.0,24.04,"Rice, paddy",3.2771447329921766,9.076923258535832
Angola,1994,1010.0,24.04,Sweet potatoes,3.2771447329921766,11.3289184886544
Angola,1994,1010.0,24.04,Wheat,3.2771447329921766,9.210440366976517
Angola,1995,1010.0,24.56,Cassava,5.820082930352362,10.839600519357369
Angola,1995,1010.0,24.56,Maize,5.820082930352362,8.165647925297504
Angola,1995,1010.0,24.56,Potatoes,5.820082930352362,11.248165332702227
Angola,1995,1010.0,24.56,"Rice, paddy",5.820082930352362,9.589872098057842
Angola,1995,1010.0,24.56,Sweet potatoes,5.820082930352362,11.303919012306874
Angola,1995,1010.0,24.56,Wheat,5.820082930352362,9.380589347535867
Angola,1996,1010.0,24.11,Cassava,3.713572066704308,10.780579971006125
Angola,1996,1010.0,24.11,Maize,3.713572066704308,8.852807917623322
Angola,1996,1010.0,24.11,Potatoes,3.713572066704308,11.156264806643742
Angola,1996,1010.0,24.11,"Rice, paddy",3.713572066704308,9.770013301136158
Angola,1996,1010.0,24.11,Sweet potatoes,3.713572066704308,11.355756902579552
Angola,1996,1010.0,24.11,Wheat,3.713572066704308,9.527993782923948
Angola,1997,1010.0,24.06,Cassava,3.713572066704308,10.696615805459388
Angola,1997,1010.0,24.06,Maize,3.713572066704308,8.692825760059396
Angola,1997,1010.0,24.06,Potatoes,3.713572066704308,11.135639567127372
Angola,1997,1010.0,24.06,"Rice, paddy",3.713572066704308,9.90353755128617
Angola,1997,1010.0,24.06,Sweet potatoes,3.713572066704308,11.265732531648492
Angola,1997,1010.0,24.06,Wheat,3.713572066704308,9.649240256170584
Angola,1998,1010.0,24.96,Cassava,3.713572066704308,10.928255936745675
Angola,1998,1010.0,24.96,Maize,3.713572066704308,8.908829791587868
Angola,1998,1010.0,24.96,Potatoes,3.713572066704308,11.046515371234623
Angola,1998,1010.0,24.96,"Rice, paddy",3.713572066704308,9.90353755128617
Angola,1998,1010.0,24.96,Sweet potatoes,3.713572066704308,11.241864493534683
Angola,1998,1010.0,24.96,Wheat,3.713572066704308,9.749403537153412
Angola,1999,1010.0,24.37,Cassava,3.713572066704308,10.999128765259284
Angola,1999,1010.0,24.37,Maize,3.713572066704308,8.758098072309089
Angola,1999,1010.0,24.37,Potatoes,3.713572066704308,10.907752531025471
Angola,1999,1010.0,24.37,"Rice, paddy",3.713572066704308,9.563529246630083
Angola,1999,1010.0,24.37,Sweet potatoes,3.713572066704308,11.324980124305984
Angola,1999,1010.0,24.37,Wheat,3.713572066704308,9.763765609360991
Angola,2000,1010.0,24.41,Cassava,3.713572066704308,11.326511545872743
Angola,2000,1010.0,24.41,Maize,3.713572066704308,8.656259239539235
Angola,2000,1010.0,24.41,Potatoes,3.713572066704308,10.305145422301338
Angola,2000,1010.0,24.41,"Rice, paddy",3.713572066704308,9.507106063161006
Angola,2000,1010.0,24.41,Sorghum,3.713572066704308,8.111928063310739
Angola,2000,1010.0,24.41,Soybeans,3.713572066704308,7.755338812846501
Angola,2000,1010.0,24.41,Sweet potatoes,3.713572066704308,10.461358962786202
Angola,2000,1010.0,24.41,Wheat,3.713572066704308,9.742379392141371
Angola,2001,1010.0,24.43,Cassava,3.713572066704308,11.451826355602378
Angola,2001,1010.0,24.43,Maize,3.713572066704308,8.657824321155983
Angola,2001,1010.0,24.43,Potatoes,3.713572066704308,10.658505636804035
Angola,2001,1010.0,24.43,"Rice, paddy",3.713572066704308,9.525297086562844
Angola,2001,1010.0,24.43,Sorghum,3.713572066704308,8.18088094199639
Angola,2001,1010.0,24.43,Soybeans,3.713572066704308,7.824445930877619
Angola,2001,1010.0,24.43,Sweet potatoes,3.713572066704308,10.70232269513748
Angola,2001,1010.0,24.43,Wheat,3.713572066704308,9.721245992542345
Angola,2002,1010.0,24.79,Cassava,3.713572066704308,11.608889976107653
Angola,2002,1010.0,24.79,Maize,3.713572066704308,8.810907036099737
Angola,2002,1010.0,24.79,Potatoes,3.713572066704308,10.663241426590055
Angola,2002,1010.0,24.79,"Rice, paddy",3.713572066704308,9.487896348128954
Angola,2002,1010.0,24.79,Sorghum,3.713572066704308,8.131824785007195
Angola,2002,1010.0,24.79,Soybeans,3.713572066704308,7.957877358489813
Angola,2002,1010.0,24.79,Sweet potatoes,3.713572066704308,10.649962207136612
Angola,2002,1010.0,24.79,Wheat,3.713572066704308,9.6457525564523
Angola,2004,1010.0,24.22,Cassava,3.713572066704308,11.74090530257589
Angola,2004,1010.0,24.22,Maize,3.713572066704308,8.595079730073309
Angola,2004,1010.0,24.22,Potatoes,3.713572066704308,9.911009193934975
Angola,2004,1010.0,24.22,"Rice, paddy",3.713572066704308,9.357466436866476
Angola,2004,1010.0,24.22,Sorghum,3.713572066704308,8.111928063310739
Angola,2004,1010.0,24.22,Soybeans,3.713572066704308,8.188966863648876
Angola,2004,1010.0,24.22,Sweet potatoes,3.713572066704308,10.722407984014007
Angola,2004,1010.0,24.22,Wheat,3.713572066704308,9.428913494775632
Angola,2005,1010.0,24.41,Cassava,3.713572066704308,11.675290882685672
Angola,2005,1010.0,24.41,Maize,3.713572066704308,8.81537000096066
Angola,2005,1010.0,24.41,Potatoes,3.713572066704308,10.070991535979658
Angola,2005,1010.0,24.41,"Rice, paddy",3.713572066704308,8.85051762174672
Angola,2005,1010.0,24.41,Sorghum,3.713572066704308,8.111928063310739
Angola,2005,1010.0,24.41,Soybeans,3.713572066704308,8.24117615049496
Angola,2005,1010.0,24.41,Sweet potatoes,3.713572066704308,10.739868901181982
Angola,2005,1010.0,24.41,Wheat,3.713572066704308,9.300820725104558
Angola,2006,1010.0,24.14,Cassava,3.713572066704308,11.671654220825863
Angola,2006,1010.0,24.14,Maize,3.713572066704308,8.452761331256848
Angola,2006,1010.0,24.14,Potatoes,3.713572066704308,10.86186028478965
Angola,2006,1010.0,24.14,"Rice, paddy",3.713572066704308,8.506738733512378
Angola,2006,1010.0,24.14,Sorghum,3.713572066704308,8.316789127071518
Angola,2006,1010.0,24.14,Soybeans,3.713572066704308,8.363342466597977
Angola,2006,1010.0,24.14,Sweet potatoes,3.713572066704308,10.69740723991905
Angola,2006,1010.0,24.14,Wheat,3.713572066704308,9.210440366976517
Angola,2007,1010.0,24.24,Cassava,3.713572066704308,11.65605564151402
Angola,2007,1010.0,24.24,Maize,3.713572066704308,8.535425959677298
Angola,2007,1010.0,24.24,Potatoes,3.713572066704308,11.037129090123633
Angola,2007,1010.0,24.24,"Rice, paddy",3.713572066704308,8.545586265917455
Angola,2007,1010.0,24.24,Sorghum,3.713572066704308,8.302017809751204
Angola,2007,1010.0,24.24,Soybeans,3.713572066704308,8.83695515733143
Angola,2007,1010.0,24.24,Sweet potatoes,3.713572066704308,10.9828490616121
Angola,2007,1010.0,24.24,Wheat,3.713572066704308,9.210440366976517
Angola,2008,1010.0,24.27,Cassava,3.713572066704308,11.905541712209482
Angola,2008,1010.0,24.27,Maize,3.713572066704308,8.98054977794018
Angola,2008,1010.0,24.27,Potatoes,3.713572066704308,11.351417788689401
Angola,2008,1010.0,24.27,"Rice, paddy",3.713572066704308,8.53405030848266
Angola,2008,1010.0,24.27,Sorghum,3.713572066704308,6.835184586147301
Angola,2008,1010.0,24.27,Soybeans,3.713572066704308,9.056722883310583
Angola,2008,1010.0,24.27,Sweet potatoes,3.713572066704308,11.088858408462402
Angola,2008,1010.0,24.27,Wheat,3.713572066704308,9.210440366976517
Angola,2009,1010.0,24.33,Cassava,3.713572066704308,11.930055604608896
Angola,2009,1010.0,24.33,Maize,3.713572066704308,8.797095076549056
Angola,2009,1010.0,24.33,Potatoes,3.713572066704308,11.36801529317442
Angola,2009,1010.0,24.33,"Rice, paddy",3.713572066704308,8.704336438489406
Angola,2009,1010.0,24.33,Sorghum,3.713572066704308,7.816416983691801
Angola,2009,1010.0,24.33,Soybeans,3.713572066704308,8.400659375160286
Angola,2009,1010.0,24.33,Sweet potatoes,3.713572066704308,11.104596259247414
Angola,2009,1010.0,24.33,Wheat,3.713572066704308,9.210440366976517
Angola,2010,1010.0,24.44,Cassava,3.713572066704308,11.956219292216355
Angola,2010,1010.0,24.44,Maize,3.713572066704308,8.881975184248867
Angola,2010,1010.0,24.44,Potatoes,3.713572066704308,11.37854800024191
Angola,2010,1010.0,24.44,"Rice, paddy",3.713572066704308,8.909775673693389
Angola,2010,1010.0,24.44,Sorghum,3.713572066704308,7.942717540573791
Angola,2010,1010.0,24.44,Soybeans,3.713572066704308,8.399984990510696
Angola,2010,1010.0,24.44,Sweet potatoes,3.713572066704308,11.050921750901521
Angola,2010,1010.0,24.44,Wheat,3.713572066704308,9.261698664251325
Angola,2011,1010.0,24.15,Cassava,3.713572066704308,11.802979721567064
Angola,2011,1010.0,24.15,Maize,3.713572066704308,8.906122330884303
Angola,2011,1010.0,24.15,Potatoes,3.713572066704308,11.306725064386239
Angola,2011,1010.0,24.15,"Rice, paddy",3.713572066704308,9.09549053029724
Angola,2011,1010.0,24.15,Sorghum,3.713572066704308,8.108021221376747
Angola,2011,1010.0,24.15,Soybeans,3.713572066704308,8.574518258035507
Angola,2011,1010.0,24.15,Sweet potatoes,3.713572066704308,11.09000387521257
Angola,2011,1010.0,24.15,Wheat,3.713572066704308,9.302007560502007
Angola,2012,1010.0,24.24,Cassava,3.713572066704308,11.513665191305229
Angola,2012,1010.0,24.24,Maize,3.713572066704308,8.958154135209242
Angola,2012,1010.0,24.24,Potatoes,3.713572066704308,11.147382746859483
Angola,2012,1010.0,24.24,"Rice, paddy",3.713572066704308,8.949494953477961
Angola,2012,1010.0,24.24,Sorghum,3.713572066704308,6.906754778648554
Angola,2012,1010.0,24.24,Soybeans,3.713572066704308,7.403670290012373
Angola,2012,1010.0,24.24,Sweet potatoes,3.713572066704308,10.87719777527777
Angola,2012,1010.0,24.24,Wheat,3.713572066704308,9.32892308780313
Angola,2013,1010.0,24.55,Cassava,3.713572066704308,11.853090873429059
Angola,2013,1010.0,24.55,Maize,3.713572066704308,9.155672970633875
Angola,2013,1010.0,24.55,Potatoes,3.713572066704308,11.055703797289029
Angola,2013,1010.0,24.55,"Rice, paddy",3.713572066704308,9.452894316810216
Angola,2013,1010.0,24.55,Sorghum,3.713572066704308,7.789868559054706
Angola,2013,1010.0,24.55,Soybeans,3.713572066704308,8.39072252736229
Angola,2013,1010.0,24.55,Sweet potatoes,3.713572066704308,11.203815445104826
Angola,2013,1010.0,24.55,Wheat,3.713572066704308,9.107532151994501
Argentina,1990,591.0,17.46,Cassava,10.171872120095925,11.51293546492023
Argentina,1990,591.0,17.46,Maize,10.171872120095925,10.451869042828553
Argentina,1990,591.0,17.46,Potatoes,10.171872120095925,12.219719107564025
Argentina,1990,591.0,17.46,"Rice, paddy",10.171872120095925,10.51080447649088
Argentina,1990,591.0,17.46,Sorghum,10.171872120095925,10.244129654600282
Argentina,1990,591.0,17.46,Soybeans,10.171872120095925,9.978919647651981
Argentina,1990,591.0,17.46,Sweet potatoes,10.171872120095925,11.78953395095339
Argentina,1990,591.0,17.46,Wheat,10.171872120095925,9.849453664043642
Argentina,1990,591.0,17.67,Cassava,10.171872120095925,11.51293546492023
Argentina,1990,591.0,17.67,Maize,10.171872120095925,10.451869042828553
Argentina,1990,591.0,17.67,Potatoes,10.171872120095925,12.219719107564025
Argentina,1990,591.0,17.67,"Rice, paddy",10.171872120095925,10.51080447649088
Argentina,1990,591.0,17.67,Sorghum,10.171872120095925,10.244129654600282
Argentina,1990,591.0,17.67,Soybeans,10.171872120095925,9.978919647651981
Argentina,1990,591.0,17.67,Sweet potatoes,10.171872120095925,11.78953395095339
Argentina,1990,591.0,17.67,Wheat,10.171872120095925,9.849453664043642
Argentina,1991,591.0,17.64,Cassava,10.171872120095925,11.51293546492023
Argentina,1991,591.0,17.64,Maize,10.171872120095925,10.607698305452052
Argentina,1991,591.0,17.64,Potatoes,10.171872120095925,12.234140044921029
Argentina,1991,591.0,17.64,"Rice, paddy",10.171872120095925,10.603982670758612
Argentina,1991,591.0,17.64,Sorghum,10.171872120095925,10.41394310783523
Argentina,1991,591.0,17.64,Soybeans,10.171872120095925,10.032364379457015
Argentina,1991,591.0,17.64,Sweet potatoes,10.171872120095925,11.785734987299259
Argentina,1991,591.0,17.64,Wheat,10.171872120095925,9.850772194864133
Argentina,1991,591.0,17.86,Cassava,10.171872120095925,11.51293546492023
Argentina,1991,591.0,17.86,Maize,10.171872120095925,10.607698305452052
Argentina,1991,591.0,17.86,Potatoes,10.171872120095925,12.234140044921029
Argentina,1991,591.0,17.86,"Rice, paddy",10.171872120095925,10.603982670758612
Argentina,1991,591.0,17.86,Sorghum,10.171872120095925,10.41394310783523
Argentina,1991,591.0,17.86,Soybeans,10.171872120095925,10.032364379457015
Argentina,1991,591.0,17.86,Sweet potatoes,10.171872120095925,11.785734987299259
Argentina,1991,591.0,17.86,Wheat,10.171872120095925,9.850772194864133
Argentina,1992,591.0,17.09,Cassava,10.171872120095925,11.51293546492023
Argentina,1992,591.0,17.09,Maize,10.171872120095925,10.719692720587927
Argentina,1992,591.0,17.09,Potatoes,10.171872120095925,12.201261088532952
Argentina,1992,591.0,17.09,"Rice, paddy",10.171872120095925,10.860459469017288
Argentina,1992,591.0,17.09,Sorghum,10.171872120095925,10.497311511801287
Argentina,1992,591.0,17.09,Soybeans,10.171872120095925,10.039590635528468
Argentina,1992,591.0,17.09,Sweet potatoes,10.171872120095925,11.754097521737117
Argentina,1992,591.0,17.09,Wheat,10.171872120095925,9.990123859195675
Argentina,1992,591.0,17.51,Cassava,10.171872120095925,11.51293546492023
Argentina,1992,591.0,17.51,Maize,10.171872120095925,10.719692720587927
Argentina,1992,591.0,17.51,Potatoes,10.171872120095925,12.201261088532952
Argentina,1992,591.0,17.51,"Rice, paddy",10.171872120095925,10.860459469017288
Argentina,1992,591.0,17.51,Sorghum,10.171872120095925,10.497311511801287
Argentina,1992,591.0,17.51,Soybeans,10.171872120095925,10.039590635528468
Argentina,1992,591.0,17.51,Sweet potatoes,10.171872120095925,11.754097521737117
Argentina,1992,591.0,17.51,Wheat,10.171872120095925,9.990123859195675
Argentina,1993,591.0,17.32,Cassava,10.171872120095925,11.51293546492023
Argentina,1993,591.0,17.32,Maize,10.171872120095925,10.681733866245636
Argentina,1993,591.0,17.32,Potatoes,10.171872120095925,12.256361685823341
Argentina,1993,591.0,17.32,"Rice, paddy",10.171872120095925,10.681894577046897
Argentina,1993,591.0,17.32,Sorghum,10.171872120095925,10.58481515629073
Argentina,1993,591.0,17.32,Soybeans,10.171872120095925,9.979985523508853
Argentina,1993,591.0,17.32,Sweet potatoes,10.171872120095925,11.719581846778977
Argentina,1993,591.0,17.32,Wheat,10.171872120095925,10.055049169344665
Argentina,1993,591.0,17.53,Cassava,10.171872120095925,11.51293546492023
Argentina,1993,591.0,17.53,Maize,10.171872120095925,10.681733866245636
Argentina,1993,591.0,17.53,Potatoes,10.171872120095925,12.256361685823341
Argentina,1993,591.0,17.53,"Rice, paddy",10.171872120095925,10.681894577046897
Argentina,1993,591.0,17.53,Sorghum,10.171872120095925,10.58481515629073
Argentina,1993,591.0,17.53,Soybeans,10.171872120095925,9.979985523508853
Argentina,1993,591.0,17.53,Sweet potatoes,10.171872120095925,11.719581846778977
Argentina,1993,591.0,17.53,Wheat,10.171872120095925,10.055049169344665
Argentina,1994,591.0,18.17,Cassava,10.315464744259515,11.51293546492023
Argentina,1994,591.0,18.17,Maize,10.315464744259515,10.654243045716386
Argentina,1994,591.0,18.17,Potatoes,10.315464744259515,12.346560411388248
Argentina,1994,591.0,18.17,"Rice, paddy",10.315464744259515,10.668722809490328
Argentina,1994,591.0,18.17,Sorghum,10.315464744259515,10.464987279030074
Argentina,1994,591.0,18.17,Soybeans,10.315464744259515,9.922652721797139
Argentina,1994,591.0,18.17,Sweet potatoes,10.315464744259515,12.082027544001527
Argentina,1994,591.0,18.17,Wheat,10.315464744259515,9.915317304289704
Argentina,1994,591.0,18.31,Cassava,10.315464744259515,11.51293546492023
Argentina,1994,591.0,18.31,Maize,10.315464744259515,10.654243045716386
Argentina,1994,591.0,18.31,Potatoes,10.315464744259515,12.346560411388248
Argentina,1994,591.0,18.31,"Rice, paddy",10.315464744259515,10.668722809490328
Argentina,1994,591.0,18.31,Sorghum,10.315464744259515,10.464987279030074
Argentina,1994,591.0,18.31,Soybeans,10.315464744259515,9.922652721797139
Argentina,1994,591.0,18.31,Sweet potatoes,10.315464744259515,12.082027544001527
Argentina,1994,591.0,18.31,Wheat,10.315464744259515,9.915317304289704
Argentina,1995,591.0,17.74,Cassava,10.54120130120716,11.51293546492023
Argentina,1995,591.0,17.74,Maize,10.54120130120716,10.719383198355127
Argentina,1995,591.0,17.74,Potatoes,10.54120130120716,12.521879239707596
Argentina,1995,591.0,17.74,"Rice, paddy",10.54120130120716,10.82589951141522
Argentina,1995,591.0,17.74,Sorghum,10.54120130120716,10.451290991423688
Argentina,1995,591.0,17.74,Soybeans,10.54120130120716,9.925591451443054
Argentina,1995,591.0,17.74,Sweet potatoes,10.54120130120716,12.031725210748633
